"gene","logFC_GSE78220","P_GSE78220","adjP_GSE78220","logFC_GSE215868","P_GSE215868","adjP_GSE215868","logFC_GSE211645","P_GSE211645","adjP_GSE211645","n_cohorts_up","n_cohorts_down","n_cohorts_tested","direction_concordant","in_discovery_top50","in_discovery_top100"
"POLR2A",0.172942035343138,0.598270978694946,0.99603003143199,-0.0578335830561247,0.47561510590794,0.765791015338674,0.175059523809507,0.470929846316625,0.553972250624818,2,1,3,"Discordante",FALSE,FALSE
"CCR5",-0.216440953131993,0.602099078820857,0.99603003143199,0.399312166923536,0.0854127634048051,0.402934947132882,1.21534523809522,0.00515295522277696,0.0181988098459713,2,1,3,"Discordante",FALSE,FALSE
"SDHA",-0.145212383856422,0.606180912021723,0.99603003143199,0.120986851141237,0.105080882952088,0.405443117767906,0.670619047619034,0.00100758680914913,0.00711400493336619,2,1,3,"Discordante",FALSE,FALSE
"GZMB",-0.285145739035238,0.607589536623836,0.99603003143199,0.501268400954799,0.050577533298702,0.346509295985897,1.37416666666666,0.006381936503599,0.0212731216786633,2,1,3,"Discordante",FALSE,FALSE
"CCL20",0.298006105595432,0.609100739394319,0.99603003143199,-0.0967848504342776,0.740103570655752,0.897095237158487,0.924916666666663,0.159685766085101,0.234832008948678,2,1,3,"Discordante",FALSE,FALSE
"GZMM",-0.24617509145457,0.615460522238161,0.99603003143199,0.349841494341242,0.119191622974889,0.409961623655655,1.2550238095238,0.0347611658497689,0.0724190955203519,2,1,3,"Discordante",FALSE,FALSE
"TNFRSF18",-0.252700919940548,0.616589327640148,0.99603003143199,0.324519849933329,0.114942056922795,0.409961623655655,0.59909523809523,0.357462312821808,0.444052562511562,2,1,3,"Discordante",FALSE,FALSE
"CD69",0.283227560404685,0.617580302399773,0.99603003143199,0.093744386691144,0.713540451214656,0.880914137302045,0.802678571428561,0.109516392517382,0.169792856616097,3,0,3,"Up en todas",FALSE,FALSE
"JAK2",0.171717828508476,0.620546818291418,0.99603003143199,0.0323059144466997,0.827172405607294,0.933025806165456,0.341999999999983,0.163798711621898,0.239122206747297,3,0,3,"Up en todas",FALSE,FALSE
"CD14",-0.222915136209424,0.620909520986128,0.99603003143199,0.123832376473065,0.450229265486684,0.744180604110221,1.54509523809522,0.00139907422274537,0.00756256336619121,2,1,3,"Discordante",FALSE,FALSE
"PSMB9",0.220917594998793,0.622604702708933,0.99603003143199,0.681850147569856,0.00405687317339712,0.159678311492694,1.13071428571427,0.00323626987049307,0.0134331557684801,3,0,3,"Up en todas",FALSE,FALSE
"IL7R",-0.188932188814499,0.627610546082282,0.99603003143199,0.131756046656867,0.67503929129731,0.867693959962354,0.130119047619035,0.7553574838494,0.804217980653101,2,1,3,"Discordante",FALSE,FALSE
"TNFRSF17",-0.273597109013127,0.62828257153507,0.99603003143199,-0.12877308810471,0.678684245492758,0.867693959962354,2.23899999999999,0.00507470880109703,0.0181988098459713,1,2,3,"Discordante",FALSE,FALSE
"TAP1",0.180518129579442,0.63523095041807,0.99603003143199,0.651888190882485,0.00537399842419298,0.159678311492694,0.536785714285696,0.365838290144099,0.448881337600122,3,0,3,"Up en todas",FALSE,FALSE
"TBX21",-0.144854071082256,0.637823842353744,0.99603003143199,0.454266618838792,0.0299120535385905,0.25316205871279,1.54672619047618,0.00518666080610181,0.0181988098459713,2,1,3,"Discordante",FALSE,FALSE
"IL4",0.0637026980972907,0.639131672667853,0.99603003143199,-0.00496538067043217,0.980589592813014,0.995522429251791,0.705023809523804,0.294276115525794,0.372501412057968,2,1,3,"Discordante",FALSE,FALSE
"IRF9",-0.111247256527983,0.652466337363633,0.99603003143199,0.140830029492651,0.294686567323904,0.607601169740009,0.324630952380934,0.138483035500311,0.208245166165882,2,1,3,"Discordante",FALSE,FALSE
"ITGAX",0.161627279092238,0.654093296709494,0.99603003143199,0.368220716407897,0.0464979662133316,0.344429379358012,2.05576190476189,0.000930198866605102,0.00711400493336619,3,0,3,"Up en todas",FALSE,FALSE
"HLA-DRB1",0.474259526012159,0.669102395428732,0.99603003143199,0.501956302106581,0.0786394008986187,0.402934947132882,1.69953571428568,0.00120938083867225,0.00711400493336619,3,0,3,"Up en todas",FALSE,FALSE
"CD74",0.22690124335306,0.670207161113779,0.99603003143199,0.480573369981528,0.052263198769326,0.346509295985897,2.16021428571427,0.000134331174957547,0.00277352467666507,3,0,3,"Up en todas",FALSE,FALSE
"IRF2",0.105228490064215,0.67264083118769,0.99603003143199,0.107594193916376,0.303045273772077,0.615651566943161,0.690333333333317,0.0202093056519472,0.0481173944093981,3,0,3,"Up en todas",FALSE,FALSE
"TLR9",0.124996492461107,0.676661446542962,0.99603003143199,0.152687960919394,0.409567054039751,0.706150093171984,0.297749999999992,0.611003221683719,0.686520473801932,3,0,3,"Up en todas",FALSE,FALSE
"TIGIT",-0.208903023111378,0.678111550524385,0.99603003143199,0.463229566402255,0.106742861789742,0.405443117767906,1.91457142857142,0.00113283785343075,0.00711400493336619,2,1,3,"Discordante",FALSE,FALSE
"CXCL8",-0.285712640884032,0.685034570022425,0.99603003143199,-0.459466272924296,0.27338598233561,0.581672302841724,1.30182142857142,0.0995050652303506,0.160492040694114,1,2,3,"Discordante",FALSE,FALSE
"HLA-DPA1",0.194346802275984,0.685667531272471,0.99603003143199,0.373465821802629,0.137295893230627,0.442889978163313,2.09872619047617,3.87812881399572e-05,0.00277352467666507,3,0,3,"Up en todas",FALSE,FALSE
"TNFSF13B",0.214222554245827,0.691356170431565,0.99603003143199,-0.0761644460738258,0.64164533252615,0.867693959962354,0.659940476190461,0.0166996159844601,0.040730770693805,2,1,3,"Discordante",FALSE,FALSE
"LAG3",-0.220845464185278,0.692006949136675,0.99603003143199,0.721125027116754,0.0139688940083434,0.217829263223294,1.9957738095238,0.00245011659088222,0.0106526808299227,2,1,3,"Discordante",FALSE,FALSE
"TMUB2",0.0866663097804201,0.693279069490802,0.99603003143199,-0.00895744136309506,0.9080500778651,0.976570586152002,0.421238095238081,0.0571440098826095,0.101139840500194,2,1,3,"Discordante",FALSE,FALSE
"EPCAM",-0.154669006661717,0.699686884171798,0.99603003143199,0.238042520833893,0.48292624285122,0.766549591827333,0.0680714285714266,0.922629130929745,0.951164052504892,2,1,3,"Discordante",FALSE,FALSE
"CXCL9",-0.343991800485814,0.700352493144871,0.99603003143199,1.03548347703578,0.00765426523443076,0.164063075757617,1.40597619047617,0.054563508809944,0.0992063796544436,2,1,3,"Discordante",FALSE,FALSE
"IL18R1",-0.0898309477897996,0.701263437143424,0.99603003143199,0.24355931339397,0.243321330353407,0.559359380122775,0.895035714285704,0.0719618637717003,0.124072178916725,2,1,3,"Discordante",FALSE,FALSE
"IL18",0.219654453268971,0.702480453800118,0.99603003143199,0.171748467225227,0.494751538225079,0.768173576902274,0.72114285714284,0.105001029787907,0.166668301250646,3,0,3,"Up en todas",FALSE,FALSE
"IRF7",-0.170656345916228,0.702524933588511,0.99603003143199,0.237354044429748,0.185488255192682,0.488126987349163,0.016369047619035,0.961259944878712,0.975898421196662,2,1,3,"Discordante",FALSE,FALSE
"TNFSF10",-0.206964136606238,0.71442694861473,0.99603003143199,0.177796830434642,0.49250233581493,0.768173576902274,0.417035714285698,0.265855193325941,0.341252790347582,2,1,3,"Discordante",FALSE,FALSE
"STAT1",-0.130087567803961,0.719763490969835,0.99603003143199,0.448974236892269,0.0299823489008674,0.25316205871279,0.368488095238085,0.234859546025405,0.321725405514253,2,1,3,"Discordante",FALSE,FALSE
"GNLY",0.185379213866529,0.723652582413248,0.99603003143199,0.545620986495284,0.0682729625693611,0.378645298556376,0.38616666666666,0.473646274284219,0.553972250624818,3,0,3,"Up en todas",FALSE,FALSE
"IL2RB",-0.161157202255731,0.725800601274969,0.99603003143199,0.728299397129184,0.00216685697243039,0.14445713149536,1.68030952380951,0.00166006993961829,0.0085131791775297,2,1,3,"Discordante",FALSE,FALSE
"IL15",0.11878348384682,0.730844384056066,0.99603003143199,0.169812001961952,0.420727468550896,0.719192253933155,1.04132142857142,0.0292494076367651,0.0642844123884947,3,0,3,"Up en todas",FALSE,FALSE
"CXCL2",0.184049816948606,0.745207952702731,0.99603003143199,-0.117259380111872,0.732556263411802,0.896022155905758,1.89721428571427,0.00095155068254501,0.00711400493336619,2,1,3,"Discordante",FALSE,FALSE
"C7",-0.205278315014783,0.749992686463625,0.99603003143199,-0.484676630364224,0.252181126475698,0.563083193337107,1.34074999999999,0.0543217974962165,0.0992063796544436,1,2,3,"Discordante",FALSE,FALSE
"ENTPD1",0.104167319914413,0.752849656881289,0.99603003143199,0.0142196382749509,0.932316503078269,0.976570586152002,0.64107142857141,0.0452620078113241,0.088749034924165,3,0,3,"Up en todas",FALSE,FALSE
"NLRC5",0.0996427498736616,0.756765858192658,0.99603003143199,0.510986260812423,0.0208806318783903,0.245654492686945,1.0435357142857,0.00212049630336498,0.0103438844066584,3,0,3,"Up en todas",FALSE,FALSE
"FAS",0.131458048660518,0.758026699807889,0.99603003143199,-0.00681568227721829,0.967430920304559,0.98717440847404,0.340607142857133,0.1657528181673,0.240221475604782,2,1,3,"Discordante",FALSE,FALSE
"CD79A",0.294618092675398,0.75908399247014,0.99603003143199,-0.01722869951187,0.960939566395368,0.985579042456788,2.56547619047618,0.00228576892846905,0.0103898587657684,2,1,3,"Discordante",FALSE,FALSE
"SH2D1A",-0.13560765277361,0.760104180767696,0.99603003143199,0.367248234303575,0.162871242195415,0.471669461917852,1.39269047619047,0.011007302136622,0.028590395160057,2,1,3,"Discordante",FALSE,FALSE
"GZMK",-0.194785437270608,0.760176332510568,0.99603003143199,0.257153425108092,0.374222156060917,0.671580892580206,1.35936904761903,0.0205731715461066,0.0484074624614274,2,1,3,"Discordante",FALSE,FALSE
"CD8A",-0.190714036239977,0.763910336894463,0.99603003143199,0.57704149217212,0.0395941447959592,0.304570344584302,2.48366666666666,0.000191221329194499,0.00318702215324166,2,1,3,"Discordante",FALSE,FALSE
"CCL19",0.275598843924713,0.774344340213902,0.99603003143199,0.101416906056488,0.806493007192301,0.927003456542875,1.57869047619046,0.0266153072454884,0.0591451272121964,3,0,3,"Up en todas",FALSE,FALSE
"CD244",-0.0794015689026328,0.777091219424359,0.99603003143199,0.365056190632012,0.0845593793082843,0.402934947132882,0.964928571428566,0.127202211423032,0.192730623368231,2,1,3,"Discordante",FALSE,FALSE
"TREM2",-0.14070803131631,0.779798042192351,0.99603003143199,0.350911962670802,0.107442426208495,0.405443117767906,1.81098809523809,0.00991933712080982,0.0270763689485215,2,1,3,"Discordante",FALSE,FALSE
"IFNG",-0.10433010853881,0.782149431814426,0.99603003143199,0.453210471881729,0.0545256181503108,0.346509295985897,0.538333333333327,0.424351557037003,0.511273795355351,2,1,3,"Discordante",FALSE,FALSE
"EOMES",0.111982204656427,0.783944378163417,0.99603003143199,0.369089212603008,0.0996366026361613,0.405443117767906,1.53240476190475,0.0100836776737608,0.0270763689485215,3,0,3,"Up en todas",FALSE,FALSE
"THBD",-0.138240026254989,0.784010813186089,0.99603003143199,-0.0676394871178978,0.792310942429945,0.921602238430357,0.464583333333318,0.303119582857211,0.381282494160014,1,2,3,"Discordante",FALSE,FALSE
"HLA-DRA",-0.207233267974621,0.78675457513002,0.99603003143199,0.33396830736157,0.174797685685456,0.47889776900125,1.95821428571427,8.61631335378626e-05,0.00277352467666507,2,1,3,"Discordante",FALSE,FALSE
"APOE",0.198754364692721,0.788061981213115,0.99603003143199,0.105354220727293,0.683755659896293,0.867693959962354,0.543833333333307,0.261758207648256,0.339945724218515,3,0,3,"Up en todas",FALSE,FALSE
"BTLA",0.0842107240859931,0.788480011633399,0.99603003143199,0.126699328875328,0.656572028103077,0.867693959962354,1.25461904761903,0.00907262454671843,0.0266841898432895,3,0,3,"Up en todas",FALSE,FALSE
"CD274",0.109386402537985,0.79383217233194,0.99603003143199,0.625111627424475,0.0113163223268806,0.205751315034193,1.76815476190475,0.00081308209280483,0.00707027906786809,3,0,3,"Up en todas",FALSE,FALSE
"NFATC2",-0.118730073848916,0.803952526479092,0.99603003143199,0.0759672885276785,0.694067568008012,0.867693959962354,0.448571428571416,0.247474728385661,0.329966304514215,2,1,3,"Discordante",FALSE,FALSE
"IFITM2",-0.10743576904725,0.804133656974123,0.99603003143199,0.00125786782070314,0.994201327552243,0.996498149958308,-0.24016666666668,0.401267944303717,0.489351151589899,1,2,3,"Discordante",FALSE,FALSE
"CD5",0.0959171375900678,0.808682594348901,0.99603003143199,0.317728527261767,0.119519176563414,0.409961623655655,1.86320238095237,0.00234456932090236,0.0104203080928994,3,0,3,"Up en todas",FALSE,FALSE
"CD28",-0.0681338629926502,0.818725051628869,0.99603003143199,0.0202658432990548,0.912875888371551,0.976570586152002,0.85280952380951,0.0128049461016963,0.0324175850675855,2,1,3,"Discordante",FALSE,FALSE
"F2RL1",-0.113912115277034,0.820350869216169,0.99603003143199,0.115900988583049,0.644350069602399,0.867693959962354,-0.0507261904761993,0.933257265880881,0.952303332531511,1,2,3,"Discordante",FALSE,FALSE
"TNFSF13",-0.0682998808396196,0.821941803760796,0.99603003143199,0.173446969529564,0.337014997388119,0.650915254030554,1.44888095238094,0.00404198086983233,0.0152527579993673,2,1,3,"Discordante",FALSE,FALSE
"HLA-DMB",-0.0702883885711396,0.82413422193093,0.99603003143199,0.293188275080219,0.179025900048905,0.480843845281531,2.33109523809521,0.000165510919233512,0.00300928944060931,2,1,3,"Discordante",FALSE,FALSE
"IRF8",0.119338111661292,0.835822755928293,0.99603003143199,0.232334086443307,0.328856853007388,0.650915254030554,1.74358333333332,9.06166749859645e-05,0.00277352467666507,3,0,3,"Up en todas",FALSE,FALSE
"TLK2",-0.0423927361496133,0.84065570379807,0.99603003143199,-0.0708805682105531,0.427398369116328,0.724404015451404,-0.143904761904773,0.472097898337074,0.553972250624818,0,3,3,"Down en todas",FALSE,FALSE
"ICOSLG",-0.0644331920769798,0.841760540274428,0.99603003143199,0.0584878590301283,0.749678572608159,0.903227195913445,1.26424999999999,0.00706553127209978,0.022430258006666,2,1,3,"Discordante",FALSE,FALSE
"IRF1",-0.091959294079675,0.853210149056405,0.99603003143199,0.517529278597355,0.0250684619374165,0.250684619374165,1.19908333333332,0.00302646903612123,0.0128785916430691,2,1,3,"Discordante",FALSE,FALSE
"NKG7",-0.132398471191844,0.854742194817853,0.99603003143199,0.719303743011668,0.0246123873881288,0.250684619374165,2.28516666666665,0.000940490290709906,0.00711400493336619,2,1,3,"Discordante",FALSE,FALSE
"CXCR4",0.0934880505411693,0.863771482884492,0.99603003143199,0.101039022667788,0.684597176606295,0.867693959962354,2.10786904761903,0.000138676233833254,0.00277352467666507,3,0,3,"Up en todas",FALSE,FALSE
"DNAJC14",0.0259708598717658,0.875114295765434,0.99603003143199,0.0275016059423638,0.792997631143238,0.921602238430357,0.334107142857127,0.0738544213816938,0.126246874156742,3,0,3,"Up en todas",FALSE,FALSE
"PDCD1",-0.0734812884199514,0.880709207349964,0.99603003143199,0.432427938055365,0.0640998367086413,0.377057862992008,1.44390476190476,0.0383039390098985,0.0781713041018338,2,1,3,"Discordante",FALSE,FALSE
"LCK",0.079524709147246,0.884832186007188,0.99603003143199,0.380139293272312,0.159221493975818,0.471669461917852,1.65121428571427,0.00204546291476301,0.0102273145738151,3,0,3,"Up en todas",FALSE,FALSE
"CSF2",0.0226093355638619,0.895248693275809,0.99603003143199,0.257624854421088,0.253387437001698,0.563083193337107,2.15605952380952,0.0038423877064176,0.0147784142554523,3,0,3,"Up en todas",FALSE,FALSE
"IL32",0.0814914283498371,0.898887091271851,0.99603003143199,0.276691130344627,0.240200576490091,0.559359380122775,1.90840476190475,0.000276956449327311,0.00347608562881142,3,0,3,"Up en todas",FALSE,FALSE
"ERCC3",0.0227319582787455,0.900258635328612,0.99603003143199,-0.107495667030142,0.170531448261306,0.473698467392515,-0.387821428571439,0.0133288074230857,0.0333220185577143,1,2,3,"Discordante",FALSE,FALSE
"CXCL13",0.108154079483281,0.902624208832611,0.99603003143199,0.714337962989454,0.0202911854524231,0.245654492686945,1.81214285714284,0.0558844858261645,0.0997937246895795,3,0,3,"Up en todas",FALSE,FALSE
"ICOS",0.0380845805384287,0.912412324676195,0.99603003143199,0.281189008566475,0.227924189594914,0.549214914686541,1.60872619047618,0.00126824568194788,0.0072471181825593,3,0,3,"Up en todas",FALSE,FALSE
"CCL21",0.0806228142723477,0.935033524046506,0.99603003143199,-0.341825882902832,0.504687324703288,0.776442038005058,0.309690476190466,0.712217750254371,0.765825537907926,2,1,3,"Discordante",FALSE,FALSE
"TNFRSF9",-0.025486893718454,0.939052950450397,0.99603003143199,0.490040006393969,0.0303794470455348,0.25316205871279,1.61959523809523,0.0109541147942295,0.028590395160057,2,1,3,"Discordante",FALSE,FALSE
"CD4",-0.0243842184546548,0.944137912623033,0.99603003143199,0.242624256733327,0.217108631128404,0.54277157782101,1.80457142857141,0.00037447317160184,0.00416081301779822,2,1,3,"Discordante",FALSE,FALSE
"FOXP3",0.024229891991971,0.944310174635277,0.99603003143199,0.169908026377021,0.399914998300741,0.701605260176739,0.846083333333326,0.202280697552184,0.282910066506551,3,0,3,"Up en todas",FALSE,FALSE
"IFNGR2",0.0196003411725227,0.949512383065642,0.99603003143199,0.0201504021755081,0.86216051162909,0.957956124032323,0.5810595238095,0.0316466637638913,0.0680271605539687,3,0,3,"Up en todas",FALSE,FALSE
"CD40",0.0277420382744218,0.951702980900633,0.99603003143199,0.255157082939355,0.166893835455658,0.471669461917852,1.09320238095236,0.00542742882293883,0.0183980638065723,3,0,3,"Up en todas",FALSE,FALSE
"NEIL1",0.0246863500240382,0.954013936389087,0.99603003143199,-0.0853432719314542,0.644121801853528,0.867693959962354,-0.663797619047621,0.266177176471114,0.341252790347582,1,2,3,"Discordante",FALSE,FALSE
"LY9",0.0234003810850121,0.955862117973018,0.99603003143199,0.112888049485493,0.688014950008596,0.867693959962354,2.37163095238094,7.90138973214701e-05,0.00277352467666507,3,0,3,"Up en todas",FALSE,FALSE
"GUSB",-0.0165231551053928,0.957325761362335,0.99603003143199,0.127802831278335,0.261801440534662,0.5691335663797,-0.111250000000014,0.646249215736886,0.706283295887307,1,2,3,"Discordante",FALSE,FALSE
"TNF",0.0058136855502809,0.964390338747991,0.99603003143199,0.248901461239163,0.270853465367526,0.581672302841724,1.15196428571427,0.0212196547638899,0.0493480343346276,3,0,3,"Up en todas",FALSE,FALSE
"PTPRC",-0.0213722785761989,0.971037926540812,0.99603003143199,0.198344475729565,0.407905234987397,0.706150093171984,1.71609523809522,0.000278086850304914,0.00347608562881142,2,1,3,"Discordante",FALSE,FALSE
"CD79B",-0.0214846502507182,0.976277489001648,0.99603003143199,0.242498468399619,0.341219677676927,0.650915254030554,0.995059523809514,0.0926080274094598,0.150582158389366,2,1,3,"Discordante",FALSE,FALSE
"CD27",0.0137782909812616,0.98155300123016,0.99603003143199,0.296521222966474,0.327381379765497,0.650915254030554,2.35682142857141,0.000236348174157483,0.00337640248796404,3,0,3,"Up en todas",FALSE,FALSE
"NOD2",-0.00795356242332579,0.983000876050903,0.99603003143199,0.269083435715249,0.214343816127372,0.54277157782101,1.4187857142857,0.00969380142271733,0.0270763689485215,2,1,3,"Discordante",FALSE,FALSE
"ATM",0.00704580612694716,0.983810542938739,0.99603003143199,0.0582592611337009,0.666383134714583,0.867693959962354,-0.324678571428592,0.257226163996545,0.338455478942823,2,1,3,"Discordante",FALSE,FALSE
"OAS2",0.00776005450140183,0.984857885904674,0.99603003143199,0.323039822040673,0.231313196465929,0.550745705871259,0.0802857142856936,0.831233788478186,0.865868529664777,3,0,3,"Up en todas",FALSE,FALSE
"IL6",0.00991700895237457,0.98702901188632,0.99603003143199,-0.130894517934472,0.635556308627568,0.867693959962354,0.441178571428565,0.364819335435463,0.448881337600122,2,1,3,"Discordante",FALSE,FALSE
"HMGA1",-0.00662468526842819,0.990141550189322,0.99603003143199,0.320980117719012,0.0935562270634839,0.402934947132882,0.56486904761903,0.089890811536439,0.14736198612531,2,1,3,"Discordante",FALSE,FALSE
"CXCL16",0.00426596882742913,0.991396243534764,0.99603003143199,0.16013870155668,0.376085299844915,0.671580892580206,1.42004761904761,0.00740078290849904,0.0227716397184586,3,0,3,"Up en todas",FALSE,FALSE
"ITGB3",-0.00880258817266633,0.991522891244457,0.99603003143199,-0.359085184675335,0.286882846358235,0.597672596579657,-2.05880952380954,0.000633506451775018,0.00587664386881652,0,3,3,"Down en todas",FALSE,FALSE
"IL1A",0.00269820726181336,0.992166839630327,0.99603003143199,0.233394820003387,0.359991697513469,0.660535224795357,0.571714285714279,0.424357250144942,0.511273795355351,3,0,3,"Up en todas",FALSE,FALSE
"SELP",-0.00202356848232554,0.995271946726882,0.99603003143199,-0.0975368464301329,0.655074775519488,0.867693959962354,0.672904761904753,0.147441079388367,0.220061312519951,1,2,3,"Discordante",FALSE,FALSE
"IL2RG",0.00314050545769051,0.99603003143199,0.99603003143199,0.437103514477585,0.1100265439517,0.40750571833963,1.73932142857141,0.000451419259749193,0.00475178168157045,3,0,3,"Up en todas",FALSE,FALSE
